customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
NV11692,Nevada,F,Bachelor,4420.248983,0.0,68.0,3.0,Personal Auto,Four-Door Car,546.420009
XJ52902,Nevada,M,High School or Below,2756.472584,43540.0,70.0,0.0,Corporate Auto,Two-Door Car,117.585017
EI89831,Nevada,F,Bachelor,7743.918426,96961.0,64.0,0.0,Corporate Auto,Two-Door Car,81.377259
ZY57929,Arizona,F,College,8169.746083,32799.0,104.0,0.0,Personal Auto,SUV,499.2
KI70852,Nevada,F,Bachelor,3569.864625,0.0,101.0,0.0,Personal Auto,SUV,1201.085226
WD38067,California,F,Bachelor,10656.88195,72540.0,88.0,0.0,Personal Auto,Two-Door Car,631.743039
NQ45562,California,M,Master,7092.635635,35173.0,180.0,2.0,Personal Auto,Sports Car,415.331869
RU75129,Washington,F,High School or Below,2777.341885,65431.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
KC16062,Arizona,F,High School or Below,7550.41865,0.0,100.0,0.0,Corporate Auto,SUV,480.0
VK57280,Washington,M,Bachelor,4727.354548,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
AP90638,Arizona,M,High School or Below,14274.55485,0.0,84.0,0.0,Personal Auto,Four-Door Car,604.8
GF12712,California,F,High School or Below,9559.340024,40672.0,121.0,0.0,Corporate Auto,SUV,580.8
QQ26855,California,F,High School or Below,8879.790017,52583.0,113.0,0.0,Personal Auto,SUV,528.20086
ZJ90079,Arizona,F,College,5525.470004,64816.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
CE75354,California,F,Bachelor,5923.208,36685.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
CP38401,Oregon,M,High School or Below,8501.652884,0.0,136.0,3.0,Personal Auto,Sports Car,979.2
ZZ42291,California,F,Master,40235.9731,77143.0,125.0,3.0,Personal Auto,SUV,176.006384
EI57866,Arizona,M,Master,2584.824329,60942.0,64.0,0.0,Special Auto,Two-Door Car,288.205261
KL39986,Arizona,F,High School or Below,19278.81715,0.0,61.0,0.0,Personal Auto,Two-Door Car,366.604732
PL18921,Oregon,F,Master,11981.98481,21514.0,62.0,0.0,Personal Auto,Two-Door Car,257.248789
SR71068,Washington,M,High School or Below,3933.813993,25927.0,103.0,0.0,Personal Auto,SUV,674.973614
JM47657,Oregon,F,High School or Below,2491.257604,25965.0,65.0,0.0,Personal Auto,Four-Door Car,329.206567
JZ54775,Arizona,F,Bachelor,7431.664369,27688.0,92.0,0.0,Personal Auto,Four-Door Car,572.352362
LO57469,Oregon,F,High School or Below,7865.182898,75490.0,97.0,0.0,Corporate Auto,Four-Door Car,43.084332
DA99797,Oregon,F,Bachelor,15978.91049,33871.0,136.0,0.0,Personal Auto,SUV,933.624655
WA63124,Nevada,F,College,2113.85703,0.0,65.0,2.0,Personal Auto,Four-Door Car,468.0
YV97407,California,M,College,8661.735884,85470.0,109.0,0.0,Personal Auto,SUV,523.2
UQ71296,Washington,M,College,5625.307768,97095.0,70.0,0.0,Personal Auto,Four-Door Car,208.035411
LY14687,Washington,F,College,4592.150374,73604.0,114.0,0.0,Personal Auto,SUV,184.222768
AM32820,California,M,Bachelor,3709.919724,0.0,112.0,0.0,Personal Auto,SUV,1082.898726
ZP47993,California,F,Bachelor,8208.929715,40646.0,103.0,0.0,Personal Auto,Four-Door Car,494.4
WN13366,Arizona,F,High School or Below,5595.389905,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
MK87221,Arizona,F,High School or Below,3413.62256,18168.0,87.0,0.0,Personal Auto,Two-Door Car,417.6
BC77846,Nevada,M,High School or Below,6325.030596,0.0,89.0,0.0,Personal Auto,Two-Door Car,614.572672
YL27602,Oregon,M,Master,6393.874612,0.0,66.0,2.0,Personal Auto,Four-Door Car,316.8
QS70017,Arizona,M,Bachelor,8738.401013,43597.0,110.0,0.0,Personal Auto,Two-Door Car,528.0
PZ80067,Oregon,M,High School or Below,4836.394361,0.0,140.0,0.0,Personal Auto,SUV,672.0
FV62588,Oregon,M,High School or Below,24967.75842,66825.0,69.0,0.0,Personal Auto,Four-Door Car,70.031111
IN56924,California,F,High School or Below,5409.955926,0.0,62.0,5.0,Personal Auto,Four-Door Car,297.6
IX67925,California,M,Bachelor,2344.233188,0.0,74.0,1.0,Personal Auto,Four-Door Car,532.8
IS58553,Oregon,F,High School or Below,15173.96841,22448.0,126.0,0.0,Personal Auto,SUV,604.8
AB78984,Oregon,M,College,11124.20636,42596.0,96.0,0.0,Personal Auto,Four-Door Car,42.293622
WN13947,Oregon,M,Bachelor,4863.266809,0.0,70.0,0.0,Corporate Auto,Four-Door Car,646.785442
VA91846,Arizona,M,College,5577.54128,97868.0,70.0,1.0,Special Auto,Two-Door Car,267.786573
KM58067,California,F,High School or Below,4526.94696,92921.0,112.0,0.0,Personal Auto,SUV,109.28708
EL42453,Washington,M,Bachelor,2519.569496,41372.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
TP10619,California,F,High School or Below,4892.422239,26660.0,63.0,0.0,Personal Auto,Two-Door Car,453.6
AH41065,Washington,M,High School or Below,18943.26899,58851.0,79.0,1.0,Personal Auto,Four-Door Car,494.187643
SS63511,California,M,High School or Below,8564.768226,95697.0,107.0,0.0,Corporate Auto,Sports Car,178.006524
NE21279,California,F,Master,4419.539523,0.0,112.0,0.0,Personal Auto,SUV,537.6
TN71995,Arizona,M,Bachelor,5637.740051,0.0,84.0,1.0,Personal Auto,Four-Door Car,403.2
OM13505,Washington,M,Bachelor,5047.483378,81741.0,64.0,0.0,Corporate Auto,Four-Door Car,186.448395
KI83797,Oregon,F,College,4913.118904,48295.0,63.0,0.0,Personal Auto,Four-Door Car,290.301553
SH60585,Nevada,F,High School or Below,5799.063709,65538.0,72.0,0.0,Personal Auto,Four-Door Car,261.341223
GU33167,Oregon,M,College,5568.984683,53997.0,69.0,0.0,Personal Auto,Four-Door Car,345.158393
BX20846,Oregon,F,College,3861.486269,93272.0,95.0,0.0,Personal Auto,Four-Door Car,281.110788
VK69632,California,F,Bachelor,2912.913958,68899.0,74.0,0.0,Personal Auto,Two-Door Car,66.103422
RU72450,California,M,Bachelor,6980.325287,0.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
KN15789,Nevada,F,High School or Below,6769.324811,0.0,97.0,0.0,Personal Auto,Four-Door Car,698.4
GG29821,Oregon,M,Bachelor,8193.555045,54950.0,103.0,0.0,Corporate Auto,SUV,480.578584
RN98239,California,M,High School or Below,7519.133631,96306.0,95.0,1.0,Personal Auto,Four-Door Car,185.355353
NE83217,Nevada,F,Bachelor,3746.03079,70342.0,96.0,1.0,Personal Auto,Four-Door Car,685.907341
YU72630,Arizona,M,High School or Below,2592.437797,72421.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
EZ80325,California,F,Bachelor,4548.291613,0.0,132.0,3.0,Personal Auto,Sports Car,950.4
CE41738,Oregon,F,College,2885.002508,77748.0,72.0,0.0,Personal Auto,Two-Door Car,7.214579
HF15113,Oregon,F,Bachelor,4883.551402,19096.0,64.0,0.0,Personal Auto,Two-Door Car,374.8996
WZ83320,Arizona,F,Master,9061.057741,73876.0,112.0,0.0,Personal Auto,Four-Door Car,419.303041
XX31571,Washington,M,High School or Below,16728.34386,0.0,237.0,0.0,Personal Auto,Luxury Car,1706.4
US90854,Oregon,M,Bachelor,11177.7521,20742.0,100.0,0.0,Personal Auto,SUV,455.851876
FX55357,Arizona,M,College,4364.311891,44804.0,114.0,0.0,Corporate Auto,SUV,778.350073
LR32149,Arizona,F,Bachelor,22940.38215,52993.0,64.0,0.0,Personal Auto,Four-Door Car,304.699889
UK66803,Oregon,F,Bachelor,4926.282836,49185.0,61.0,0.0,Corporate Auto,Two-Door Car,126.950071
VO87159,Oregon,F,High School or Below,23086.36478,69240.0,194.0,0.0,Personal Auto,Luxury SUV,744.769131
QK23524,Oregon,F,Bachelor,5149.301306,26877.0,131.0,0.0,Personal Auto,SUV,628.8
ZQ37164,Arizona,F,Bachelor,8016.747629,82828.0,67.0,1.0,Personal Auto,Four-Door Car,217.472776
FG47217,California,M,Bachelor,2538.857089,99824.0,63.0,0.0,Special Auto,Four-Door Car,302.4
FQ46354,California,M,Bachelor,10498.92645,30352.0,89.0,0.0,Personal Auto,Four-Door Car,146.110685
AG56998,Oregon,M,College,2448.646138,0.0,69.0,0.0,Corporate Auto,Two-Door Car,331.2
KG23128,Oregon,M,Bachelor,6057.07208,27681.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
NX34811,Nevada,F,Bachelor,8295.837442,85478.0,103.0,0.0,Personal Auto,Two-Door Car,224.159416
PY79729,Oregon,F,High School or Below,2786.661219,94310.0,70.0,4.0,Corporate Auto,Four-Door Car,430.769347
VJ64329,Oregon,F,College,25464.82059,13663.0,97.0,0.0,Corporate Auto,Four-Door Car,465.6
CO71312,Arizona,F,High School or Below,11469.62991,10384.0,151.0,0.0,Personal Auto,SUV,914.434097
VG83453,California,M,Doctor,3557.368368,17272.0,93.0,0.0,Personal Auto,Two-Door Car,446.4
JD78271,Nevada,F,College,8317.302513,64367.0,104.0,0.0,Personal Auto,SUV,96.431061
XM69101,Oregon,M,Bachelor,7601.951104,47519.0,96.0,0.0,Personal Auto,Two-Door Car,245.248248
HK30754,Arizona,M,College,9426.971158,26263.0,85.0,0.0,Special Auto,Two-Door Car,475.159732
WJ47053,Oregon,M,Bachelor,6418.849149,0.0,63.0,0.0,Personal Auto,Two-Door Car,556.85728
HX36471,California,F,High School or Below,6788.084852,0.0,93.0,0.0,Personal Auto,Two-Door Car,855.341729
HS66275,California,F,High School or Below,3358.660979,77309.0,83.0,0.0,Personal Auto,Two-Door Car,596.320943
MB75636,Oregon,F,College,2439.930981,50876.0,61.0,0.0,Personal Auto,Four-Door Car,171.248196
KB35786,Oregon,M,Bachelor,4505.85011,20284.0,65.0,1.0,Personal Auto,Four-Door Car,532.806637
LX42787,California,M,College,2309.596399,22567.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
SS34897,California,M,Bachelor,2541.523959,63546.0,64.0,0.0,Personal Auto,Four-Door Car,131.813652
ZQ92997,Nevada,M,High School or Below,6414.081362,0.0,89.0,0.0,Personal Auto,Four-Door Car,640.8
OB66874,Oregon,F,College,2585.206268,28137.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
LE74625,California,M,Master,2961.31408,22608.0,77.0,0.0,Personal Auto,Four-Door Car,369.6
QN60028,California,M,Bachelor,2759.978287,92296.0,69.0,0.0,Corporate Auto,Two-Door Car,331.2
GV19121,Oregon,M,College,3341.6835,0.0,69.0,5.0,Personal Auto,Two-Door Car,331.2
PS43764,Washington,M,High School or Below,5169.49937,12430.0,73.0,0.0,Special Auto,Four-Door Car,350.4
YW60802,Oregon,F,High School or Below,4117.37239,0.0,116.0,0.0,Personal Auto,SUV,1301.796063
UI80897,Washington,M,High School or Below,5552.596353,50470.0,71.0,0.0,Corporate Auto,Two-Door Car,377.498287
VV35420,Arizona,M,High School or Below,7285.030983,44788.0,61.0,0.0,Personal Auto,Four-Door Car,386.031248
RW61528,Nevada,F,College,13916.93446,52423.0,119.0,1.0,Corporate Auto,Four-Door Car,571.2
LT60268,Nevada,F,College,11044.42715,29696.0,139.0,0.0,Personal Auto,SUV,478.107847
VA77345,Oregon,F,College,3531.039178,26884.0,89.0,0.0,Special Auto,Four-Door Car,238.132215
WG15595,California,M,College,2759.618207,64388.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
FZ45665,Oregon,F,Bachelor,6500.409697,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
MM90239,Oregon,M,High School or Below,6369.262355,34498.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
UG18431,Arizona,M,Bachelor,13083.48622,73060.0,108.0,0.0,Special Auto,SUV,518.4
BE78308,Oregon,M,Bachelor,2150.906016,0.0,63.0,0.0,Personal Auto,Two-Door Car,453.6
EM29019,Arizona,F,Bachelor,8447.888167,61337.0,105.0,0.0,Personal Auto,SUV,2.54009
SK37917,Nevada,M,College,5075.420953,0.0,73.0,0.0,Corporate Auto,Two-Door Car,350.4
DD68171,Arizona,F,Bachelor,3527.851585,59496.0,88.0,0.0,Personal Auto,Four-Door Car,189.144728
NF20746,Oregon,F,Bachelor,13061.51639,0.0,180.0,0.0,Personal Auto,Luxury Car,1474.267145
PY48656,Arizona,F,Master,6259.510365,37813.0,78.0,1.0,Corporate Auto,Four-Door Car,39.781368
AO42003,Oregon,F,College,16681.32634,55907.0,104.0,0.0,Corporate Auto,SUV,499.2
DK41858,Arizona,F,College,5791.610721,80480.0,72.0,0.0,Personal Auto,Four-Door Car,242.842607
TY20016,Oregon,M,Bachelor,7980.488637,72734.0,66.0,0.0,Personal Auto,Two-Door Car,195.218968
OH76118,Washington,F,High School or Below,2767.499996,0.0,72.0,0.0,Personal Auto,Four-Door Car,22.326388
IZ79227,Arizona,M,Bachelor,2975.256549,36548.0,76.0,0.0,Personal Auto,Four-Door Car,547.2
HN10814,Arizona,M,Master,4178.586494,62113.0,104.0,0.0,Personal Auto,SUV,5.894778
OD25312,Arizona,M,College,4734.257944,0.0,67.0,0.0,Personal Auto,Four-Door Car,747.458052
ZR32858,California,F,Bachelor,4315.788632,41252.0,109.0,0.0,Personal Auto,SUV,514.059402
FC68244,Oregon,M,High School or Below,6126.568309,61139.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
VS86041,Arizona,F,Bachelor,2694.599099,26744.0,68.0,0.0,Corporate Auto,Two-Door Car,326.4
EQ82942,California,F,Bachelor,9338.08481,0.0,132.0,0.0,Personal Auto,SUV,950.4
ZE82255,California,F,College,18680.99387,74640.0,66.0,0.0,Corporate Auto,Four-Door Car,375.514273
DA79544,Oregon,M,Bachelor,2551.349248,88126.0,64.0,1.0,Personal Auto,Four-Door Car,151.973156
WG33213,California,F,Bachelor,2808.078361,55005.0,70.0,1.0,Personal Auto,Four-Door Car,336.0
DP97298,California,M,High School or Below,9710.286449,33190.0,123.0,0.0,Personal Auto,Sports Car,40.950769
JH73645,California,M,High School or Below,15190.65404,0.0,71.0,4.0,Personal Auto,Four-Door Car,839.593218
SK98708,Oregon,F,College,4069.776372,0.0,117.0,0.0,Corporate Auto,Four-Door Car,609.801279
ZZ62245,Oregon,F,High School or Below,6612.220871,0.0,97.0,2.0,Personal Auto,Four-Door Car,669.399277
AU46604,California,M,Bachelor,2030.783687,0.0,64.0,1.0,Personal Auto,Four-Door Car,731.479725
HD44279,Arizona,F,Bachelor,5090.44875,25226.0,71.0,1.0,Personal Auto,Four-Door Car,340.8
LS99940,California,F,Master,3353.381136,63398.0,83.0,0.0,Personal Auto,Four-Door Car,292.206784
EY27917,Oregon,M,Master,8532.989751,30092.0,108.0,0.0,Personal Auto,SUV,192.265438
ZJ22033,Washington,M,College,2647.519741,37876.0,69.0,0.0,Corporate Auto,Four-Door Car,300.056383
TZ60132,Oregon,F,High School or Below,6071.907243,12201.0,84.0,0.0,Corporate Auto,Four-Door Car,604.8
XG74199,Oregon,M,College,9061.767848,37970.0,115.0,0.0,Personal Auto,SUV,124.967415
YM74115,Nevada,M,Bachelor,2531.586761,28898.0,67.0,0.0,Corporate Auto,Four-Door Car,82.811346
LO48126,Oregon,F,High School or Below,2467.129805,23845.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
NM37561,California,M,High School or Below,7408.167551,62810.0,187.0,1.0,Corporate Auto,Luxury Car,32.874675
HW19141,Oregon,F,Bachelor,3452.414955,65773.0,89.0,4.0,Corporate Auto,Four-Door Car,245.308491
OD21455,California,M,Bachelor,4481.387593,0.0,69.0,0.0,Personal Auto,Four-Door Car,232.183503
WN14477,California,M,Bachelor,21235.44557,0.0,86.0,0.0,Personal Auto,Four-Door Car,568.746405
YK88644,Nevada,M,Master,3370.074728,0.0,95.0,1.0,Personal Auto,Four-Door Car,476.903351
YO41331,Oregon,F,College,3746.751625,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
PB39857,California,M,Master,5129.608404,72433.0,126.0,0.0,Personal Auto,SUV,343.139611
NW67881,Oregon,M,Bachelor,12300.005,74586.0,103.0,0.0,Personal Auto,SUV,494.4
BN13780,California,F,Bachelor,18065.27192,0.0,234.0,0.0,Personal Auto,Luxury SUV,1135.141469
EZ70847,Washington,F,College,19644.76296,67326.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
YR75102,Arizona,M,College,35900.07644,25285.0,114.0,0.0,Personal Auto,SUV,547.2
RS30611,Arizona,M,High School or Below,6838.767672,15871.0,89.0,0.0,Personal Auto,Four-Door Car,427.2
QT61438,Oregon,M,Master,6519.287872,38795.0,82.0,1.0,Corporate Auto,Two-Door Car,393.6
MD44130,Oregon,M,High School or Below,5712.380598,24882.0,72.0,0.0,Corporate Auto,Two-Door Car,345.6
MS78828,Nevada,F,College,5126.54272,33169.0,128.0,0.0,Personal Auto,SUV,614.4
DG31826,California,M,Bachelor,4984.618655,86305.0,62.0,0.0,Corporate Auto,Four-Door Car,80.73124
WW67905,Oregon,M,High School or Below,4102.199975,0.0,112.0,0.0,Corporate Auto,SUV,537.6
LS92540,California,F,College,4111.197013,32210.0,103.0,0.0,Corporate Auto,SUV,494.4
RP92511,Nevada,M,Bachelor,11085.87709,69090.0,139.0,0.0,Personal Auto,Sports Car,387.222556
LK63879,California,F,High School or Below,4745.680421,0.0,63.0,0.0,Personal Auto,Four-Door Car,523.337427
BT20606,Arizona,M,Doctor,5837.528088,83308.0,73.0,1.0,Personal Auto,Four-Door Car,419.471438
WW31823,Oregon,F,High School or Below,19190.31894,39034.0,68.0,0.0,Personal Auto,Four-Door Car,466.446708
MN79082,Oregon,M,College,6444.076976,46750.0,82.0,1.0,Corporate Auto,Two-Door Car,672.026958
ID89933,Oregon,F,Doctor,7255.577594,39786.0,91.0,1.0,Personal Auto,Four-Door Car,365.835977
NM77390,Nevada,M,High School or Below,8197.712164,56788.0,108.0,5.0,Special Auto,SUV,579.710188
NN79124,Nevada,M,Bachelor,4554.911887,90156.0,114.0,0.0,Personal Auto,SUV,388.346716
DF97701,Oregon,F,Bachelor,7069.740965,63867.0,89.0,1.0,Corporate Auto,Four-Door Car,432.361631
EJ73184,California,F,Bachelor,4743.694528,83413.0,118.0,0.0,Personal Auto,SUV,134.801691
GE43335,Nevada,M,College,4019.384424,0.0,118.0,0.0,Personal Auto,SUV,566.4
HB68898,Oregon,F,Bachelor,20239.38353,36116.0,171.0,2.0,Corporate Auto,SUV,158.126982
UP80657,Washington,M,College,2674.730716,56342.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
PR13091,Oregon,F,College,9206.429641,55542.0,117.0,0.0,Personal Auto,Sports Car,310.651386
YV73432,Oregon,M,College,23187.14574,58466.0,66.0,1.0,Personal Auto,Two-Door Car,316.8
CG90504,Oregon,F,College,4770.550911,12964.0,65.0,0.0,Personal Auto,Two-Door Car,362.774545
SH12501,Washington,M,High School or Below,3768.086327,43412.0,94.0,0.0,Personal Auto,Two-Door Car,509.722387
ZR58728,Nevada,M,Master,2893.739608,82611.0,74.0,1.0,Personal Auto,Four-Door Car,355.2
NS57426,Arizona,M,Bachelor,11611.94584,28915.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
HU99414,Oregon,M,High School or Below,14246.14841,0.0,207.0,0.0,Personal Auto,Luxury Car,1490.4
LP86596,Arizona,F,High School or Below,2554.551152,0.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
HR92775,California,F,College,3226.516193,91774.0,81.0,0.0,Personal Auto,Four-Door Car,285.020982
DQ69331,Washington,M,High School or Below,2227.072755,27972.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
SP41790,California,M,Bachelor,10623.40552,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
YA52900,Oregon,M,College,8304.688878,0.0,122.0,2.0,Corporate Auto,SUV,681.328474
RQ88363,California,F,College,5155.529312,77857.0,64.0,0.0,Personal Auto,Four-Door Car,160.62847
OZ37864,Oregon,F,Bachelor,4407.769164,0.0,62.0,0.0,Personal Auto,Four-Door Car,114.097383
EH27304,California,F,Doctor,2955.495724,56502.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
CR37971,Oregon,M,Bachelor,3900.906002,95018.0,97.0,0.0,Personal Auto,Four-Door Car,315.879728
KL54950,Oregon,M,Bachelor,4531.372981,23705.0,122.0,4.0,Personal Auto,SUV,585.6
DS75515,California,M,Bachelor,2813.309659,72333.0,70.0,0.0,Personal Auto,Two-Door Car,177.224451
YW72997,Arizona,M,High School or Below,7196.721128,0.0,107.0,0.0,Personal Auto,SUV,770.4
MR13691,Arizona,M,Bachelor,6301.102478,47622.0,80.0,0.0,Personal Auto,Four-Door Car,305.544034
PP20957,Nevada,F,Bachelor,7799.440458,0.0,105.0,0.0,Personal Auto,SUV,504.0
KJ41153,Oregon,M,College,8292.626726,79632.0,106.0,1.0,Personal Auto,SUV,344.048739
WX49215,Oregon,M,Master,18534.61157,16154.0,62.0,1.0,Personal Auto,Four-Door Car,91.355165
CH78309,Oregon,M,College,2906.298309,72211.0,73.0,0.0,Personal Auto,Four-Door Car,44.912125
UF54329,California,M,College,6089.77238,70892.0,76.0,0.0,Corporate Auto,Two-Door Car,206.709951
CQ59706,Washington,F,College,5016.144667,49367.0,63.0,0.0,Personal Auto,Four-Door Car,69.230355
KP77095,Arizona,F,Bachelor,15470.59658,68086.0,194.0,0.0,Corporate Auto,SUV,218.342169
PP14656,Washington,M,Master,5680.467468,90353.0,70.0,0.0,Personal Auto,Two-Door Car,72.617605
QM74025,Oregon,F,High School or Below,4582.155128,49558.0,115.0,0.0,Personal Auto,SUV,552.0
RW67951,Washington,M,Bachelor,8663.550386,93485.0,72.0,0.0,Personal Auto,Four-Door Car,127.104785
ED13353,Oregon,M,High School or Below,5274.20076,10629.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
LG49010,California,M,Bachelor,2620.601718,10237.0,72.0,0.0,Personal Auto,Two-Door Car,253.637853
UA74474,Oregon,F,College,4515.184003,87517.0,112.0,1.0,Corporate Auto,Four-Door Car,802.278237
AC79024,Nevada,M,Bachelor,5533.229132,23241.0,70.0,0.0,Personal Auto,Two-Door Car,504.0
SD61306,Arizona,M,High School or Below,5216.914471,60861.0,66.0,0.0,Personal Auto,Four-Door Car,65.425125
PF88939,Nevada,M,Doctor,7860.086842,21726.0,104.0,0.0,Personal Auto,SUV,697.010998
FG64765,Arizona,M,Bachelor,5016.553079,36313.0,67.0,2.0,Personal Auto,Four-Door Car,300.375887
DC79319,California,F,Bachelor,3351.567048,29160.0,87.0,0.0,Personal Auto,Two-Door Car,417.6
HS45195,California,M,High School or Below,6732.202033,0.0,99.0,0.0,Personal Auto,Two-Door Car,712.8
VN73653,Oregon,M,College,6423.739052,0.0,188.0,0.0,Corporate Auto,Luxury SUV,1621.560425
WL72919,California,F,College,4974.8733,48139.0,63.0,0.0,Personal Auto,Four-Door Car,329.494
DO31181,Oregon,F,College,4739.297046,0.0,76.0,5.0,Personal Auto,Two-Door Car,38.792481
WY23230,Oregon,F,College,6086.431746,13688.0,84.0,0.0,Personal Auto,Two-Door Car,403.2
SK89479,California,M,College,5016.641406,0.0,73.0,0.0,Corporate Auto,Four-Door Car,525.6
BM30720,Nevada,F,High School or Below,7341.794924,27649.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
XG92008,Arizona,F,Master,3215.196994,24191.0,80.0,0.0,Personal Auto,Four-Door Car,103.750234
CJ46674,Oregon,M,High School or Below,2533.796807,0.0,71.0,0.0,Corporate Auto,Four-Door Car,517.056582
UJ31096,Oregon,F,High School or Below,5340.535477,58493.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
GS44464,California,F,High School or Below,3644.833554,82477.0,90.0,0.0,Personal Auto,Two-Door Car,432.0
XP35430,Oregon,F,College,6382.047596,88663.0,79.0,0.0,Special Auto,Four-Door Car,379.2
QI51950,Nevada,F,High School or Below,4303.637883,74057.0,109.0,0.0,Personal Auto,SUV,523.2
PL88841,Arizona,M,Bachelor,4228.734374,0.0,63.0,2.0,Corporate Auto,Two-Door Car,302.4
ZW51790,Arizona,F,College,10426.08551,52342.0,66.0,3.0,Personal Auto,Two-Door Car,316.8
MY80820,California,M,Bachelor,2484.747576,42012.0,63.0,0.0,Corporate Auto,Four-Door Car,40.754246
NE13752,Arizona,M,Bachelor,8232.760182,56021.0,69.0,0.0,Personal Auto,Four-Door Car,279.51121
VL51487,California,M,High School or Below,21768.69952,35124.0,137.0,0.0,Personal Auto,SUV,986.4
DD97473,Oregon,F,High School or Below,2160.920387,0.0,62.0,1.0,Personal Auto,Four-Door Car,439.001718
QJ89807,Nevada,F,High School or Below,4423.690041,0.0,125.0,0.0,Personal Auto,SUV,900.0
GK24074,Arizona,F,College,3691.765242,37202.0,93.0,0.0,Personal Auto,Two-Door Car,322.528829
DL61016,Oregon,M,College,4940.508153,65985.0,71.0,5.0,Special Auto,Four-Door Car,42.43131
EV60177,California,F,High School or Below,8503.942634,87771.0,74.0,4.0,Personal Auto,Four-Door Car,355.2
OS96036,Arizona,F,College,41143.09011,63624.0,115.0,2.0,Personal Auto,SUV,306.337632
AF37776,California,F,Bachelor,10419.16743,80192.0,129.0,0.0,Personal Auto,SUV,200.662297
NC78961,Oregon,M,Bachelor,4139.89767,35945.0,105.0,0.0,Personal Auto,SUV,756.0
YA15471,Oregon,M,College,7627.660848,93004.0,63.0,0.0,Corporate Auto,Four-Door Car,205.957043
KX80728,Washington,M,High School or Below,6162.369756,0.0,89.0,0.0,Personal Auto,Four-Door Car,941.347502
VV47792,California,F,College,25807.063,71210.0,214.0,1.0,Personal Auto,Luxury Car,1027.2
GE80842,Oregon,F,College,15506.9278,99159.0,190.0,0.0,Personal Auto,Luxury SUV,912.0
QA93530,Nevada,F,College,5757.489397,81491.0,72.0,0.0,Personal Auto,Four-Door Car,61.715527
GA27295,California,F,Master,39365.29616,99875.0,108.0,0.0,Personal Auto,SUV,114.972914
EL55611,California,F,High School or Below,5555.492159,51705.0,139.0,0.0,Personal Auto,SUV,545.291103
TL39050,Arizona,F,Bachelor,23893.3041,39837.0,201.0,0.0,Corporate Auto,Luxury SUV,381.306996
ZQ96022,Oregon,F,College,9594.78115,31421.0,81.0,0.0,Personal Auto,Two-Door Car,388.8
OM69210,Arizona,M,Bachelor,5411.936509,81531.0,135.0,0.0,Personal Auto,SUV,420.434259
VU72280,California,F,Bachelor,5318.89664,25134.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
WC21189,California,F,College,7731.713059,37386.0,97.0,0.0,Corporate Auto,Four-Door Car,465.6
JX50334,California,F,College,2004.350666,0.0,66.0,4.0,Corporate Auto,Four-Door Car,316.8
GB70736,Oregon,F,College,5510.965059,99553.0,68.0,0.0,Corporate Auto,Four-Door Car,111.586995
PU21485,Arizona,F,Bachelor,11158.12643,0.0,161.0,0.0,Corporate Auto,SUV,1159.2
MF49636,Arizona,M,High School or Below,5390.27165,70705.0,69.0,2.0,Personal Auto,Two-Door Car,272.024652
TG29325,Nevada,F,College,2658.217729,22724.0,69.0,0.0,Personal Auto,Four-Door Car,9.424668
MW83318,Oregon,F,College,8826.611996,26320.0,111.0,0.0,Corporate Auto,SUV,603.819794
LM54297,Nevada,M,Bachelor,4713.404623,0.0,69.0,0.0,Personal Auto,Four-Door Car,806.534801
NI78185,California,M,College,2393.915369,0.0,70.0,0.0,Personal Auto,Four-Door Car,425.266308
HL14274,California,F,College,11895.18188,88218.0,99.0,0.0,Personal Auto,Two-Door Car,50.32306
SF86727,Nevada,M,Master,5580.960642,25180.0,70.0,0.0,Personal Auto,Four-Door Car,235.895575
EM89554,Oregon,F,Bachelor,8617.550432,48091.0,108.0,0.0,Personal Auto,SUV,132.041491
